id,projectNumber,queueDate,inService,transmissionOwner,county,state,studyCycle,studyGroup,studyPhase,svcType,poiName,summerNetMW,winterNetMW,dp1ErisMw,dp1NrisMw,dp2ErisMw,dp2NrisMw,fuelType,facilityType,applicationStatus,sisPhase1,postGIAStatus,withdrawnDate,negInService,doneDate,giaToExec
3038541,J2074,2021-10-18T04:00:00+00:00,2024-09-30T04:00:00+00:00,AMERICAN TRANSMISSION COMPANY,Outagamie,WI,DPP-2021,East (ATC),Phase 3,NRIS,Werner West 138 kV,100.00,100.00,75.00,75.00,0.00,0.00,Battery Storage,Battery Storage,Withdrawn,,Not Started,2024-10-01T04:00:00+00:00,,,
3038542,J2075,2021-08-27T04:00:00+00:00,2024-10-04T04:00:00+00:00,"ENTERGY TEXAS, INC.",Liberty,TX,DPP-2021,South,Phase 3,NRIS,China (Bus# 334204) to Sheco Batiste Creek (Bus# 334240),200.00,200.00,200.00,200.00,200.00,0.00,Solar,Photovoltaic,Done,,Not Started,,2028-05-30T04:00:00+00:00,,
3038543,J2077,2021-12-10T05:00:00+00:00,2024-04-30T04:00:00+00:00,"ENTERGY LOUISIANA, LLC",Livingston,LA,DPP-2021,South,Phase 3,NRIS,Independence (6INDEPD),150.00,150.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2023-10-25T04:00:00+00:00,,,
3038544,J2078,2021-08-13T04:00:00+00:00,2025-06-30T04:00:00+00:00,ITC MIDWEST,Story,IA,DPP-2021,West,Phase 2,NRIS,Fernald,200.00,200.00,200.00,200.00,200.00,200.00,Solar,Photovoltaic,Active,,Not Started,,,,
3038545,J2079,2021-08-06T04:00:00+00:00,2024-10-31T04:00:00+00:00,ITC MIDWEST,Hancock,IA,DPP-2021,West,Phase 2,NRIS-Only,Lime Creek 161 kV,150.00,150.00,0.00,150.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2025-10-27T04:00:00+00:00,,,
3038546,J2080,2021-08-12T04:00:00+00:00,2024-05-01T04:00:00+00:00,MINNESOTA POWER INC.,Oliver,ND,DPP-2021,West,Phase 2,ERIS,Square Butte 230 kV Substation East,200.00,200.00,200.00,200.00,200.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2026-06-04T04:00:00+00:00,,,
3038547,J2081,2021-08-25T04:00:00+00:00,2024-10-01T04:00:00+00:00,"ENTERGY ARKANSAS, LLC",Mississippi,AR,DPP-2021,South,Phase 3,NRIS,Sans Souci 500kV,20.00,20.00,15.00,15.00,15.00,15.00,Coal,"Steam Turbine (including Nuclear, Geothermal and Solar Steam)",Withdrawn,,Not Started,2025-12-09T05:00:00+00:00,2027-10-01T04:00:00+00:00,,
3038548,J2082,2021-09-02T04:00:00+00:00,2024-10-04T04:00:00+00:00,CLECO POWER LLC,Rapides,LA,DPP-2021,South,Phase 3,NRIS,Shady Oaks (Bus# 500780) to Coughlin (Bus# 500230),50.00,50.00,50.00,50.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2025-03-07T05:00:00+00:00,,,
3038549,J2083,2021-12-21T05:00:00+00:00,2024-10-31T04:00:00+00:00,CLECO POWER LLC,Allen,LA,DPP-2021,South,Phase 3,NRIS,Caney,200.00,200.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2023-11-10T05:00:00+00:00,,,
3038550,J2084,2021-11-01T04:00:00+00:00,2024-11-01T04:00:00+00:00,MONTANA-DAKOTA UTILITIES CO.,Emmons,ND,DPP-2021,West,Phase 2,NRIS,Linton NW (not in power flow case yet),45.00,45.00,45.00,45.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2025-10-27T04:00:00+00:00,,,
3038551,J2085,2021-11-01T04:00:00+00:00,2024-11-01T04:00:00+00:00,MONTANA-DAKOTA UTILITIES CO.,Emmons,ND,DPP-2021,West,Phase 2,NRIS,Linton NW 115 kV (radial to Wishek 115 kV),40.00,40.00,40.00,40.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2025-10-27T04:00:00+00:00,,,
3038552,J2086,2021-08-09T04:00:00+00:00,2025-03-31T04:00:00+00:00,OTTER TAIL POWER COMPANY,Barnes,ND,DPP-2021,West,Phase 2,NRIS,Buffalo 345 kV,500.00,500.00,500.00,500.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2025-10-27T04:00:00+00:00,,,
3038553,J2087,2025-08-19T04:00:00+00:00,2024-11-30T05:00:00+00:00,NORTHERN STATES POWER COMPANY,Renville,MN,DPP-2021,West,Phase 2,NRIS,FRANKLIN,125.00,125.00,125.00,125.00,125.00,125.00,Solar,Photovoltaic,Active,,Not Started,,,,
3038554,J2088,2022-07-13T04:00:00+00:00,2024-10-31T04:00:00+00:00,"ENTERGY ARKANSAS, LLC",Lee,AR,DPP-2021,South,Phase 3,NRIS,WEST MEMPHIS EHV - KEO EHV 500 kV (854.0),400.00,400.00,400.00,400.00,400.00,0.00,Solar,Photovoltaic,Done,,Not Started,,2027-10-31T04:00:00+00:00,,
3038555,J2089,2021-11-23T05:00:00+00:00,2024-10-31T04:00:00+00:00,"ENTERGY ARKANSAS, LLC",Mississippi,AR,DPP-2021,South,Phase 3,NRIS,Line tap DELL to Manilla AECC 161 kV,200.00,200.00,200.00,200.00,200.00,0.00,Solar,Photovoltaic,Done,,Not Started,,2027-12-31T05:00:00+00:00,,
3038556,J2090,2022-07-13T04:00:00+00:00,2026-10-31T04:00:00+00:00,"ENTERGY ARKANSAS, LLC",Crittenden,AR,DPP-2021,South,Phase 3,NRIS,161 kV  Parkin to Kuhn RoadLine Tap,300.00,300.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2023-11-07T05:00:00+00:00,,,
3038557,J2091,2022-01-11T05:00:00+00:00,2025-02-22T05:00:00+00:00,"ENTERGY MISSISSIPPI, LLC.",DeSoto,MS,DPP-2021,South,Phase 3,NRIS,TWINKLETOWN 230 KV,250.00,250.00,250.00,250.00,250.00,130.00,Battery Storage,Battery Storage,Done,,Not Started,,,,
3038558,J2092,2021-08-12T04:00:00+00:00,2025-10-31T04:00:00+00:00,GREAT RIVER ENERGY,Wright,MN,DPP-2021,West,Phase 2,NRIS,Dickinson Sub,100.00,100.00,0.00,0.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2023-10-10T04:00:00+00:00,,,
3038559,J2093,2021-12-21T05:00:00+00:00,2024-10-31T04:00:00+00:00,"ENTERGY ARKANSAS, LLC",Crittenden,AR,DPP-2021,South,Phase 3,NRIS,West Memphis to Hughes 161 kV Line Tap,144.00,144.00,144.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2025-03-07T05:00:00+00:00,,,
3038560,J2094,2021-08-03T04:00:00+00:00,2022-11-30T05:00:00+00:00,OTTER TAIL POWER COMPANY,Sargent,ND,DPP-2021,West,Phase 2,NRIS,Forman 230 kV Substation,100.00,100.00,0.00,0.00,0.00,0.00,Battery Storage,Battery Storage,Withdrawn,,Not Started,2023-10-10T04:00:00+00:00,,,
3038561,J2095,2021-08-26T04:00:00+00:00,2024-04-15T04:00:00+00:00,ITC MIDWEST,Tama,IA,DPP-2021,West,Phase 2,NRIS,Belle Plaine Junction to Toledo Transmission,212.00,212.00,0.00,0.00,0.00,0.00,Battery Storage,Battery Storage,Withdrawn,,Not Started,2023-10-10T04:00:00+00:00,,,
3038562,J2097,2021-08-25T04:00:00+00:00,2025-05-01T04:00:00+00:00,MINNESOTA POWER INC.,Morton,ND,DPP-2021,West,Phase 2,NRIS,Tri-County 230 kV Substation,100.00,100.00,100.00,100.00,100.00,100.00,Wind,Wind Turbine,Active,,Not Started,,,,
3038563,J2098,2021-08-22T04:00:00+00:00,2025-03-31T04:00:00+00:00,METC,Calhoun,MI,DPP-2021,East (ITC),Phase 3,NRIS,BATTLE CREEK - ONEIDA 345.0kV,309.00,309.00,309.00,309.00,309.00,309.00,Solar,Photovoltaic,Active,,Not Started,,2026-01-31T05:00:00+00:00,,
3038564,J2257,2021-08-16T04:00:00+00:00,2024-03-01T05:00:00+00:00,CLECO POWER LLC,Evangeline,LA,DPP-2021,South,Phase 3,NRIS,Ville Platte - Westfork 230kV,80.00,80.00,80.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2025-03-07T05:00:00+00:00,,,
3038565,J2258,2022-03-28T04:00:00+00:00,2024-05-31T04:00:00+00:00,AMEREN ILLINOIS,Adams,IL,DPP-2021,Central,Phase 2,NRIS,East Quincy-Fishhook 138kV,175.00,175.00,175.00,175.00,175.00,175.00,Solar,Photovoltaic,Active,,Not Started,,,,
3038566,J2259,2021-08-12T04:00:00+00:00,2024-11-01T04:00:00+00:00,"WABASH VALLEY POWER ASSOCIATION, INC.",Hendricks,IN,DPP-2021,Central,Phase 2,NRIS,Amo 345kV,199.99,199.99,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2024-10-08T04:00:00+00:00,,,
3038567,J2260,2021-10-07T04:00:00+00:00,2023-07-31T04:00:00+00:00,METC,Presque Isle,MI,DPP-2021,East (ITC),Phase 3,NRIS,PORT CALCITE - RIGGSVILLE 138.0kV,251.50,251.50,149.24,149.24,149.24,0.00,Wind,Wind Turbine,Active,,Not Started,,,,
3038568,J2261,2021-10-11T04:00:00+00:00,2029-07-20T04:00:00+00:00,"ENTERGY ARKANSAS, LLC",Jackson,AR,DPP-2021,South,Phase 3,NRIS,INDEPENDENCE-ISES - POWERLINE ROAD 500.0kV,625.00,625.00,652.00,652.00,625.00,0.00,Solar,Photovoltaic,Done,,Not Started,,2028-09-01T04:00:00+00:00,,
3038569,J2262,2021-10-11T04:00:00+00:00,2029-07-20T04:00:00+00:00,"ENTERGY ARKANSAS, LLC",Jackson,AR,DPP-2021,South,Phase 3,NRIS,INDEPENDENCE-ISES - POWERLINE ROAD 500.0kV,625.00,625.00,652.00,652.00,625.00,0.00,Solar,Photovoltaic,Done,,Not Started,,2028-09-28T04:00:00+00:00,,
3038570,J2263,2021-08-31T04:00:00+00:00,2024-08-31T04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",Knox,IN,DPP-2021,Central,Phase 2,NRIS,Edwardsport 345KV,100.00,100.00,0.00,0.00,0.00,0.00,Battery Storage,Battery Storage,Withdrawn,,Not Started,2024-10-08T04:00:00+00:00,,,
3038571,J2264,2021-10-11T04:00:00+00:00,2024-02-02T05:00:00+00:00,"ENTERGY ARKANSAS, LLC",Prairie,AR,DPP-2021,South,Phase 3,NRIS,Desarc(A) (500kV) -Griffithville(B) (500kV),88.00,88.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2023-10-25T04:00:00+00:00,,,
3038572,J2265,2025-07-16T04:00:00+00:00,2024-02-15T05:00:00+00:00,AMEREN MISSOURI,Bollinger,MO,DPP-2021,Central,Phase 2,NRIS,St. Francois (Bus #345773) - Lutesville (Bus #344974) 345 kV Line,200.00,200.00,200.00,200.00,200.00,200.00,Hybrid,Solar/Battery,Active,,Not Started,,,,
3038573,J2266,2025-06-09T04:00:00+00:00,2025-03-31T04:00:00+00:00,AMEREN ILLINOIS,Edgar,IL,DPP-2021,Central,Phase 2,NRIS,7KANSAS   - 08SUGCRK 345.0kV,175.00,175.00,175.00,175.00,175.00,175.00,Hybrid,Solar/Battery,Active,,Not Started,,,,
3038574,J2267,2022-03-24T04:00:00+00:00,2025-03-31T04:00:00+00:00,AMEREN ILLINOIS,Williamson,IL,DPP-2021,Central,Phase 2,NRIS,345 kV Crab Orchard Substation,250.00,250.00,250.00,250.00,225.00,225.00,Hybrid,Solar/Battery,Active,,Not Started,,,,
3038575,J2268,2021-08-11T04:00:00+00:00,2024-10-30T04:00:00+00:00,ITC MIDWEST,Linn,IA,DPP-2021,West,Phase 2,NRIS,Duane Arnold,400.00,400.00,370.00,370.00,370.00,370.00,Solar,Photovoltaic,Active,,Not Started,,,,
3038576,J2269,2022-06-14T04:00:00+00:00,2024-08-01T04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",Fountain,IN,DPP-2021,Central,Phase 2,NRIS,Veedersburg West - Lafayette 230kV,300.00,300.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2024-10-08T04:00:00+00:00,,,
3038577,J2270,2021-08-16T04:00:00+00:00,2024-10-30T04:00:00+00:00,HOOSIER ENERGY,Sullivan,IN,DPP-2021,Central,Phase 2,NRIS,Merom 345 kV,300.00,300.00,300.00,0.00,300.00,0.00,Solar,Photovoltaic,Active,,Not Started,,,,
3038578,J2271,2021-07-21T04:00:00+00:00,2025-01-01T05:00:00+00:00,AMERICAN TRANSMISSION COMPANY,Columbia,WI,DPP-2021,East (ATC),Phase 3,NRIS,South Fond du Lac to Columbia 345 kV,200.00,200.00,200.00,200.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2024-10-01T04:00:00+00:00,,,
3038579,J2272,2021-07-22T04:00:00+00:00,2024-09-01T04:00:00+00:00,ITC MIDWEST,Clinton,IA,DPP-2021,West,Phase 2,NRIS,Calamus East,250.00,250.00,250.00,250.00,250.00,250.00,Hybrid,Solar/Battery,Active,,Not Started,,2026-10-01T04:00:00+00:00,,
3038580,J2273,2025-07-03T04:00:00+00:00,2024-03-31T04:00:00+00:00,AMEREN ILLINOIS,Clinton,IL,DPP-2021,Central,Phase 2,NRIS,Tabor,175.00,175.00,175.00,175.00,175.00,175.00,Hybrid,Solar/Battery,Active,,Not Started,,,,
3038581,J2274,2021-07-21T04:00:00+00:00,2024-10-01T04:00:00+00:00,AMEREN MISSOURI,Lincoln,MO,DPP-2021,Central,Phase 2,NRIS,Pike - Troy 161kV,170.00,170.00,170.00,104.00,0.00,0.00,Hybrid,Solar/Battery,Withdrawn,,Not Started,2025-12-18T05:00:00+00:00,,,
3038582,J2275,2022-03-22T04:00:00+00:00,2025-10-31T04:00:00+00:00,AMEREN TRANSMISSION COMPANY OF ILLINOIS,Peoria,IL,DPP-2021,Central,Phase 2,NRIS,Fargo to Sandburg 345kV,250.00,250.00,250.00,250.00,250.00,250.00,Wind,Wind Turbine,Active,,Not Started,,,,
3038583,J2276,2022-04-11T04:00:00+00:00,2022-01-01T05:00:00+00:00,MISSOURI RIVER ENERGY SERVICES - TRANSMISSION,Douglas,MN,DPP-2021,West,Phase 2,NRIS,ALEXANDRIA,39.50,39.50,39.50,39.50,39.50,39.50,Solar,Solar/Wind,Active,,Not Started,,,,
3038584,J2277,2022-05-06T04:00:00+00:00,2023-08-01T04:00:00+00:00,AMERICAN TRANSMISSION COMPANY,Portage,WI,DPP-2021,East (ATC),Phase 3,NRIS,Arnott - Golden Sands 138.0kV,0.00,0.00,0.00,0.00,0.00,0.00,Battery Storage,Battery Storage,Withdrawn,,Not Started,2025-10-08T04:00:00+00:00,,,
3038585,J2278,2022-03-28T04:00:00+00:00,2025-11-30T05:00:00+00:00,AMEREN ILLINOIS,Edgar,IL,DPP-2021,Central,Phase 2,NRIS,Other_,60.00,60.00,0.00,0.00,0.00,0.00,Hybrid,Solar/Battery,Withdrawn,,Not Started,2024-10-08T04:00:00+00:00,,,
3038586,J2279,2021-07-21T04:00:00+00:00,2025-08-01T04:00:00+00:00,WOLVERINE POWER SUPPLY COOPERATIVE,Ionia,MI,DPP-2021,East (ITC),Phase 3,NRIS,Burnips to Tremaine 138 kV line,150.00,150.00,150.00,150.00,0.00,0.00,Hybrid,Solar/Battery,Withdrawn,,Not Started,2025-03-03T05:00:00+00:00,,,
3038587,J2280,2022-03-28T04:00:00+00:00,2023-06-01T04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",,IN,DPP-2021,Central,Phase 2,NRIS,GREENWOOD CLARK TOWNSHIP,198.00,198.00,198.00,198.00,198.00,198.00,Battery Storage,Battery Storage,Active,,Not Started,,,,
3038588,J2282,2022-03-28T04:00:00+00:00,2025-10-25T04:00:00+00:00,BIG RIVERS ELECTRIC CORPORATION,Ohio,KY,DPP-2021,Central,Phase 2,NRIS,BR Tap -- New Hardinsburg 161kV,100.00,100.00,0.00,0.00,0.00,0.00,Hybrid,Solar/Battery,Withdrawn,,Not Started,2024-10-08T04:00:00+00:00,,,
3038589,J2283,2021-11-19T05:00:00+00:00,2020-10-01T04:00:00+00:00,METC,Hillsdale,MI,DPP-2021,East (ITC),Phase 3,NRIS,18Knowles (MISO node #256632),16.10,16.10,16.10,16.10,16.10,16.10,Wind,Wind Turbine,Active,,Not Started,,2020-10-01T04:00:00+00:00,,
3038590,J2284,2021-09-08T04:00:00+00:00,2025-12-30T05:00:00+00:00,"ENTERGY MISSISSIPPI, LLC.",Coahoma,MS,DPP-2021,South,Phase 3,NRIS,Clarksdale-Delta 115kV line,65.96,65.96,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2023-10-25T04:00:00+00:00,,,
3038591,J2287,2021-09-07T04:00:00+00:00,2024-12-01T05:00:00+00:00,"ENTERGY MISSISSIPPI, LLC.",Bolivar,MS,DPP-2021,South,Phase 3,ERIS,DELTA SES SWITCHYARD 115kV,135.00,135.00,135.00,0.00,122.00,0.00,Solar,Photovoltaic,Done,,Not Started,,,,
3038592,J2288,2025-01-27T05:00:00+00:00,2025-06-01T04:00:00+00:00,AMEREN MISSOURI,Ralls,MO,DPP-2021,Central,Phase 2,NRIS,SPENCER CREEK,175.00,175.00,175.00,175.00,175.00,175.00,Solar,Photovoltaic,Active,,Not Started,,,,
3038593,J2289,2021-09-09T04:00:00+00:00,2025-04-01T04:00:00+00:00,"ENTERGY MISSISSIPPI, LLC.",Sunflower,MS,DPP-2021,South,Phase 3,ERIS,Indianola 230/130 Sub,200.00,200.00,200.00,0.00,200.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2026-02-17T05:00:00+00:00,2028-04-01T04:00:00+00:00,,
3038594,J2290,2022-02-17T05:00:00+00:00,2025-10-25T04:00:00+00:00,CLECO POWER LLC,Avoyelles,LA,DPP-2021,South,Phase 3,NRIS,CLECO Yellow Bayou 138kV Substation,130.00,130.00,0.00,0.00,0.00,0.00,Hybrid,Solar/Battery,Withdrawn,,Not Started,2023-10-25T04:00:00+00:00,,,
3038595,J2292,2021-09-15T04:00:00+00:00,2024-09-01T04:00:00+00:00,"ENTERGY LOUISIANA, LLC",Calcasieu,LA,DPP-2021,South,Phase 3,NRIS,GOOS FERRY,50.00,50.00,50.00,0.00,50.00,0.00,Solar,Photovoltaic,Done,,Not Started,,2027-09-01T04:00:00+00:00,,
3038596,J2293,2021-11-30T05:00:00+00:00,2025-11-30T05:00:00+00:00,AMERICAN TRANSMISSION COMPANY,Adams,WI,DPP-2021,East (ATC),Phase 3,NRIS,Other_,50.00,50.00,50.00,50.00,0.00,0.00,Hybrid,Solar/Battery,Withdrawn,,Not Started,2024-10-01T04:00:00+00:00,,,
3038597,J2294,2021-08-10T04:00:00+00:00,2024-05-01T04:00:00+00:00,ARKANSAS ELECTRIC COOPERATIVE CORPORATION,Mississippi,AR,DPP-2021,South,Phase 3,NRIS,Dell to Nucor 161 kV,250.00,250.00,250.00,250.00,250.00,0.00,Solar,Photovoltaic,Done,,Not Started,,2028-06-28T04:00:00+00:00,,
3038598,J2296,2022-03-24T04:00:00+00:00,2025-04-01T04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",Sullivan,IN,DPP-2021,Central,Phase 2,ERIS,Merom Gibson 345kV line Tap,100.00,100.00,100.00,0.00,100.00,0.00,Solar,Photovoltaic,Active,,Not Started,,,,
3038599,J2297,2021-09-09T04:00:00+00:00,2025-04-01T04:00:00+00:00,"ENTERGY MISSISSIPPI, LLC.",Sunflower,MS,DPP-2021,South,Phase 3,ERIS,Indianola 230kV Substation,100.00,100.00,100.00,0.00,100.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2026-03-10T04:00:00+00:00,2026-04-01T04:00:00+00:00,,
3038600,J2298,2021-11-30T05:00:00+00:00,2025-04-01T04:00:00+00:00,"ENTERGY ARKANSAS, LLC",Greene,AR,DPP-2021,South,Phase 3,NRIS,Gainesville Switching Station,200.00,200.00,200.00,200.00,200.00,0.00,Solar,Photovoltaic,Done,,Not Started,,2028-04-01T04:00:00+00:00,,
3038601,J2300,2021-11-30T05:00:00+00:00,2025-04-01T04:00:00+00:00,ARKANSAS ELECTRIC COOPERATIVE CORPORATION,Greene,AR,DPP-2021,South,Phase 3,NRIS,Gainesville Switching Station,50.00,50.00,50.00,50.00,0.00,0.00,Battery Storage,Battery Storage,Withdrawn,,Not Started,2025-03-07T05:00:00+00:00,,,
3038602,J2301,2022-03-28T04:00:00+00:00,2025-11-30T05:00:00+00:00,"DUKE ENERGY INDIANA, LLC",Vigo,IN,DPP-2021,Central,Phase 2,NRIS,Other_,100.00,100.00,70.00,0.00,70.00,0.00,Hybrid,Solar/Battery,Active,,Not Started,,,,
3038603,J2302,2021-11-10T05:00:00+00:00,2024-08-01T04:00:00+00:00,"ENTERGY LOUISIANA, LLC",St. Helena,LA,DPP-2021,South,Phase 3,NRIS,MCKNIGHT - PLANT DANIEL 500.0kV,400.00,400.00,400.00,400.00,400.00,400.00,Hybrid,Solar/Battery,Done,,Not Started,,2027-10-11T04:00:00+00:00,,
3038604,J2304,2021-12-02T05:00:00+00:00,2024-04-15T04:00:00+00:00,AMERICAN TRANSMISSION COMPANY,Columbia,WI,DPP-2021,East (ATC),Phase 3,NRIS,Columbia - Rockdale 345.0kV,400.00,400.00,400.00,400.00,400.00,400.00,Battery Storage,Battery Storage,Active,,Not Started,,2028-12-31T05:00:00+00:00,,
3038605,J2305,2021-08-17T04:00:00+00:00,2025-04-01T04:00:00+00:00,BIG RIVERS ELECTRIC CORPORATION,Henderson,KY,DPP-2021,Central,Phase 2,NRIS,Henderson - AB Brown 138 kV,139.00,139.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2021-12-08T05:00:00+00:00,,,
3038606,J2307,2022-03-23T04:00:00+00:00,2025-10-01T04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",Miami,IN,DPP-2021,Central,Phase 2,NRIS,Greentown  - Walton. 230.0kV,130.00,130.00,130.00,130.00,130.00,130.00,Solar,Photovoltaic,Active,,Not Started,,,,
3038607,J2308,2022-03-23T04:00:00+00:00,2025-10-01T04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",Miami,IN,DPP-2021,Central,Phase 2,NRIS,Greentown  - Walton. 230.0kV,35.00,35.00,35.00,35.00,0.00,0.00,Battery Storage,Battery Storage,Withdrawn,,Not Started,2025-12-18T05:00:00+00:00,,,
3038608,J2309,2021-09-07T04:00:00+00:00,2024-10-30T04:00:00+00:00,NORTHERN STATES POWER COMPANY,Murray,MN,DPP-2021,West,Phase 2,NRIS,Chanarambie - ELLSBOROUGH (GRE) 115.0kV,100.00,100.00,100.00,100.00,100.00,100.00,Solar,Photovoltaic,Active,,Not Started,,,,
3038609,J2310,2021-09-09T04:00:00+00:00,2024-04-30T04:00:00+00:00,"ENTERGY LOUISIANA, LLC",Beauregard,LA,DPP-2021,South,Phase 3,NRIS,Rhodes,300.00,300.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2023-10-25T04:00:00+00:00,,,
3038610,J2311,2024-10-18T04:00:00+00:00,2024-02-09T05:00:00+00:00,AMEREN ILLINOIS,Putnam,IL,DPP-2021,Central,Phase 2,NRIS,Putnam,145.00,145.00,145.00,145.00,145.00,145.00,Wind,Wind Turbine,Active,,Not Started,,,,
3038611,J2312,2024-10-18T04:00:00+00:00,2024-02-09T05:00:00+00:00,AMEREN ILLINOIS,Putnam,IL,DPP-2021,Central,Phase 2,NRIS,Putnam,47.90,47.90,47.90,47.90,47.90,47.90,Wind,Wind Turbine,Active,,Not Started,,,,
3038612,J2313,2021-09-10T04:00:00+00:00,2023-12-31T05:00:00+00:00,"ENTERGY MISSISSIPPI, LLC.",Sunflower,MS,DPP-2021,South,Phase 3,NRIS,Other_,80.00,80.00,80.00,80.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2025-03-07T05:00:00+00:00,,,
3038613,J2314,2021-09-10T04:00:00+00:00,2023-12-31T05:00:00+00:00,"ENTERGY TEXAS, INC.",Liberty,TX,DPP-2021,South,Phase 3,NRIS,PETRY WOODS SS,150.00,150.00,150.00,150.00,150.00,0.00,Solar,Photovoltaic,Done,,Not Started,,,,
3038614,J2315,2021-09-10T04:00:00+00:00,2023-12-31T05:00:00+00:00,"ENTERGY TEXAS, INC.",Liberty,TX,DPP-2021,South,Phase 3,NRIS,Petry Woods,75.30,75.30,0.00,0.00,0.00,0.00,Battery Storage,Battery Storage,Withdrawn,,Not Started,2023-10-25T04:00:00+00:00,,,
3038615,J2316,2021-09-16T04:00:00+00:00,2023-09-15T04:00:00+00:00,AMERICAN TRANSMISSION COMPANY,Dickinson,MI,DPP-2021,East (ATC),Phase 3,NRIS,Nordic 138kV Substation,77.50,77.50,77.50,77.50,77.50,71.50,Solar,Photovoltaic,Active,,Not Started,,2027-08-02T04:00:00+00:00,,
3038616,J2317,2021-12-21T05:00:00+00:00,2024-10-31T04:00:00+00:00,"ENTERGY LOUISIANA, LLC",Ouachita,LA,DPP-2021,South,Phase 3,NRIS,BASTROP (CAHOON) - STERLINGTON 115 SWYD 115.0kV,225.00,225.00,225.00,225.00,202.50,0.00,Solar,Photovoltaic,Done,,Not Started,,2027-12-01T05:00:00+00:00,,
3038617,J2318,2022-03-28T04:00:00+00:00,2025-10-25T04:00:00+00:00,SOUTHERN INDIANA GAS & ELECTRIC COMPANY D/B/A CENTERPOINT ENERGY INDIANA SOUTH,Warren,IN,DPP-2021,Central,Phase 2,NRIS,North East (Castle) - Culley 138 kV (J1642 POI),75.00,75.00,0.00,0.00,0.00,0.00,Hybrid,Solar/Battery,Withdrawn,,Not Started,2024-10-08T04:00:00+00:00,,,
3038618,J2319,2021-08-24T04:00:00+00:00,2023-11-01T04:00:00+00:00,ITC,Huron,MI,DPP-2021,East (ITC),Phase 3,NRIS,Stein 345 kV substation,200.00,200.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2021-12-22T05:00:00+00:00,,,
3038619,J2320,2021-09-10T04:00:00+00:00,2023-12-31T05:00:00+00:00,"ENTERGY MISSISSIPPI, LLC.",Sunflower,MS,DPP-2021,South,Phase 3,NRIS,Inverness,40.00,40.00,0.00,0.00,0.00,0.00,Battery Storage,Battery Storage,Withdrawn,,Not Started,2023-10-25T04:00:00+00:00,,,
3038620,J1748,2020-07-17T04:00:00+00:00,2023-08-15T04:00:00+00:00,"ENTERGY MISSISSIPPI, LLC.",DeSoto,MS,DPP-2020,South,GIA,NRIS,Twinkletown 230 kV,100.00,100.00,100.00,100.00,100.00,100.00,Solar,Photovoltaic,Done,,Not Started,,2025-04-01T04:00:00+00:00,2022-11-29T05:00:00+00:00,2022-11-29T05:00:00+00:00
3038621,J2324,2022-09-08T04:00:00+00:00,2027-02-24T05:00:00+00:00,AMERICAN TRANSMISSION COMPANY,Winnebago,IL,DPP-2022,East (ATC),Phase 1,NRIS,Shirland Ave Tap (Y-54) to Shaw 69kV,35.00,35.00,0.00,0.00,0.00,0.00,Hybrid,Solar/Battery,Withdrawn,,Not Started,2025-07-30T04:00:00+00:00,,,
3038622,J2334,2022-09-14T04:00:00+00:00,2027-09-01T04:00:00+00:00,AMEREN ILLINOIS,Montgomery,IL,DPP-2022,Central,Phase 2,NRIS,Redhawk,195.00,195.00,195.00,195.00,0.00,0.00,Solar,Photovoltaic,Active,,Not Started,,,,
