id,projectNumber,queueDate,inService,transmissionOwner,county,state,studyCycle,studyGroup,studyPhase,svcType,poiName,summerNetMW,winterNetMW,dp1ErisMw,dp1NrisMw,dp2ErisMw,dp2NrisMw,fuelType,facilityType,applicationStatus,sisPhase1,postGIAStatus,withdrawnDate,negInService,doneDate,giaToExec
3041773,J1463,2019-04-29T04:00:00+00:00,2021-10-20T04:00:00+00:00,"ENTERGY LOUISIANA, LLC",West Baton Rouge Parish,LA,DPP-2019,South,GIA,ERIS,Addis - Big Cajun 230 kV Line Tap (J639),150.00,150.00,150.00,45.00,150.00,0.00,Solar,Photovoltaic,Withdrawn,,Withdrawn,2024-06-04T04:00:00+00:00,2023-11-01T04:00:00+00:00,2022-04-07T04:00:00+00:00,2022-04-07T04:00:00+00:00
3041774,J1473,2019-04-29T04:00:00+00:00,2022-08-01T04:00:00+00:00,NORTHERN STATES POWER COMPANY,Chisago County,MN,DPP-2019,West,GIA,NRIS,Lawrence Creek - Shafer 115kV Line,100.00,100.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2021-03-24T04:00:00+00:00,,,
3041775,J1464,2019-04-29T04:00:00+00:00,2022-04-30T04:00:00+00:00,AMEREN TRANSMISSION COMPANY OF ILLINOIS,"Macoupin County,Morgan County,Sangamon County",IL,DPP-2019,Central,GIA,NRIS,Meredosia - Austin 345 kV Line tap,592.80,592.80,592.80,592.80,592.80,592.80,Solar,Photovoltaic,Done,,In Service,,2024-03-03T05:00:00+00:00,,2022-11-23T05:00:00+00:00
3041776,J1474,2019-04-29T04:00:00+00:00,2022-07-01T04:00:00+00:00,NORTHERN STATES POWER COMPANY,Chippewa County,WI,DPP-2019,West,GIA,NRIS,Pine Lake - Eagle Point 115kV Line,200.00,200.00,200.00,200.00,180.00,180.00,Solar,Photovoltaic,Withdrawn,,Withdrawn,2023-11-14T05:00:00+00:00,2025-07-01T04:00:00+00:00,2023-01-26T05:00:00+00:00,2023-01-26T05:00:00+00:00
3041777,J1465,2019-04-29T04:00:00+00:00,2022-08-01T04:00:00+00:00,"ENTERGY LOUISIANA, LLC","Pointe Coupee,Pointe Coupee Parish",LA,DPP-2019,South,GIA,NRIS,Livonia - Colonial Springs 138kV line,150.00,150.00,150.00,150.00,150.00,150.00,Solar,Photovoltaic,Done,,Not Started,,2024-12-01T05:00:00+00:00,2022-04-15T04:00:00+00:00,2022-04-08T04:00:00+00:00
3041778,J1475,2019-04-29T04:00:00+00:00,2022-04-18T04:00:00+00:00,AMEREN ILLINOIS,Clark County,IL,DPP-2019,Central,GIA,NRIS,Casey West - Sullivan 345 kV Line Tap,75.00,75.00,75.00,75.00,75.00,75.00,Solar,Photovoltaic,Done,,Not Started,,2023-05-02T04:00:00+00:00,,2022-06-27T04:00:00+00:00
3041779,J502,2017-06-16T04:00:00+00:00,2019-09-01T04:00:00+00:00,Entergy,Orange County,TX,DPP-2017-AUG,South,GIA,NRIS,McLewis 230 kV Substation,100.00,100.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2019-01-07T05:00:00+00:00,,,
3041780,J508,2015-11-16T05:00:00+00:00,2017-04-01T04:00:00+00:00,Entergy,Clark County,AR,DPP-2017-FEB,South,GIA,NRIS,tap 115 kV line betwwen W Arkadelphia sub and Delarc sub at 3.85 miles from West Arkadelphia substat,42.70,42.70,0.00,0.00,0.00,0.00,Gas,Combined Cycle,Withdrawn,,Not Started,2017-07-17T04:00:00+00:00,,,
3041781,J703,2016-09-08T04:00:00+00:00,2019-03-01T05:00:00+00:00,American Transmission Co. LLC,Marquette County,MI,DPP-2016 AUG/2017-FEB,East (ITC),GIA,NRIS,Huron 138kV Substation -looping Lines FREG11 (National to Freeman) & Goose Lake (PI to Empire),128.10,128.10,128.10,128.10,128.10,128.10,Gas,"Piston (Engine), Internal Combustion (Diesel)",Done,,In Service,,2018-12-01T05:00:00+00:00,,2017-10-13T04:00:00+00:00
3041782,J522,2015-11-16T05:00:00+00:00,2019-09-15T04:00:00+00:00,ITC MIDWEST,Mower County,MN,DPP-2017-FEB,West,GIA,NRIS,Adams substation at 69 kV,20.00,20.00,0.00,0.00,0.00,0.00,Battery Storage,Battery Storage,Withdrawn,,Not Started,2019-04-09T04:00:00+00:00,,,
3041783,J704,2016-09-08T04:00:00+00:00,2019-03-01T05:00:00+00:00,American Transmission Co. LLC,Baraga County,MI,DPP-2016 AUG/2017-FEB,East (ITC),GIA,NRIS,M38 Substation 138kV,54.90,54.90,54.90,54.90,54.90,54.90,Gas,"Piston (Engine), Internal Combustion (Diesel)",Done,,In Service,,2018-12-01T05:00:00+00:00,,2017-10-27T04:00:00+00:00
3041784,J545,2017-06-16T04:00:00+00:00,2020-08-31T04:00:00+00:00,NORTHERN STATES POWER COMPANY,Lincoln County,MN,DPP-2017-AUG,West,GIA,ERIS,Buffalo 115kV Substation,110.00,110.00,110.00,0.00,110.00,0.00,Wind,Wind Turbine,Done,,In Service,,2022-12-15T05:00:00+00:00,2021-05-19T04:00:00+00:00,2021-05-19T04:00:00+00:00
3041785,J705,2017-06-16T04:00:00+00:00,2021-10-01T04:00:00+00:00,MINNESOTA POWER INC.,Morton County,ND,DPP-2017-AUG,West,GIA,NRIS,Tri-county 230 kV substation,100.00,100.00,100.00,100.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2021-01-29T05:00:00+00:00,,,
3041786,J556,2016-04-04T04:00:00+00:00,2019-12-31T05:00:00+00:00,GREAT RIVER ENERGY,Renville County,MN,DPP-2017-FEB,West,GIA,NRIS,Panther 230kV Substation,102.00,102.00,0.00,0.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2019-04-09T04:00:00+00:00,,,
3041787,J706,2017-06-16T04:00:00+00:00,2021-10-01T04:00:00+00:00,MINNESOTA POWER INC.,Morton County,ND,DPP-2017-AUG,West,GIA,NRIS,Tri-county 230kV sub,100.00,100.00,100.00,100.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2021-01-29T05:00:00+00:00,,,
3041788,J570,2016-05-06T04:00:00+00:00,2018-09-15T04:00:00+00:00,MIDAMERICAN ENERGY COMPANY,Atchison County,MO,DPP-2017-FEB,West,GIA,NRIS,Cooper - Atchison 345kV Line,150.00,150.00,150.00,150.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2019-08-05T04:00:00+00:00,,,
3041789,J707,2016-09-09T04:00:00+00:00,2020-09-23T04:00:00+00:00,OTTER TAIL POWER COMPANY,Barnes County,ND,DPP-2017-FEB,West,GIA,ERIS,Buffalo 345kV,300.00,300.00,0.00,0.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2019-04-09T04:00:00+00:00,,,
3041790,J579,2017-06-16T04:00:00+00:00,2018-10-01T04:00:00+00:00,METC,Allegan County,MI,DPP-2017-AUG,East (ITC),GIA,NRIS,Argenta 345kV Substation,200.00,200.00,0.00,0.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2019-01-09T05:00:00+00:00,,,
3041791,J708,2016-09-09T04:00:00+00:00,2022-06-01T04:00:00+00:00,"Southern Indiana Gas & Electric Company d/b/a Vectren Energy Delivery of Indiana, Inc.",Posey County,IN,DPP-2017-FEB,Central,GIA,NRIS,AB Brown 138 kV sub,847.00,847.00,847.00,847.00,847.00,847.00,Combined Cycle,Combined Cycle,Withdrawn,,Not Started,2019-05-02T04:00:00+00:00,2019-07-01T04:00:00+00:00,,
3041792,J580,2017-06-16T04:00:00+00:00,2021-09-15T04:00:00+00:00,MONTANA-DAKOTA UTILITIES CO.,Burleigh County,ND,DPP-2017-AUG,West,GIA,ERIS,Nepoleon Sub 230kV,298.00,298.00,298.00,0.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2021-01-29T05:00:00+00:00,,,
3041793,J709,2016-09-09T04:00:00+00:00,2020-04-01T04:00:00+00:00,SOUTH MISSISSIPPI ELECTRIC POWER ASSOCIATION,Greene County,MS,DPP-2017-FEB,South,GIA,NRIS,Green Substation 230kV,100.00,100.00,60.00,60.00,60.00,60.00,Solar,Photovoltaic,Withdrawn,,Withdrawn,2019-01-11T05:00:00+00:00,2020-04-01T04:00:00+00:00,2018-10-17T04:00:00+00:00,2018-05-16T04:00:00+00:00
3041794,J584,2016-05-09T04:00:00+00:00,2018-09-15T04:00:00+00:00,American Transmission Co. LLC,Green County,WI,DPP-2017-FEB,East (ATC),GIA,NRIS,Blacksmith Tap - Spring Grove 69kV Line,60.00,60.00,60.00,60.00,60.00,60.00,Wind,Wind Turbine,Withdrawn,,Withdrawn,2020-09-29T04:00:00+00:00,2021-05-15T04:00:00+00:00,2019-03-26T04:00:00+00:00,2018-10-05T04:00:00+00:00
3041795,J710,2016-09-09T04:00:00+00:00,2018-06-01T04:00:00+00:00,Entergy,Lafayette Parish,LA,DPP-2017-FEB,South,GIA,NRIS,Duson - Scott line 69kV,20.00,20.00,20.00,20.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2018-01-24T05:00:00+00:00,2018-11-01T04:00:00+00:00,2018-01-24T05:00:00+00:00,
3041796,J625,2017-06-16T04:00:00+00:00,2019-09-15T04:00:00+00:00,NORTHERN STATES POWER COMPANY,"Meeker County,Renville County",MN,DPP-2017-AUG,West,GIA,NRIS,Blue Lake 345kV Substation,400.00,400.00,0.00,0.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2019-02-04T05:00:00+00:00,,,
3041797,J711,2016-09-09T04:00:00+00:00,2020-09-23T04:00:00+00:00,American Transmission Co. LLC,Baraga County,MI,DPP-2016 AUG/2017-FEB,East (ITC),GIA,NRIS,Silver River 138kV,130.00,130.00,130.00,130.00,130.00,130.00,Wind,Wind Turbine,Withdrawn,,Withdrawn,2018-12-10T05:00:00+00:00,2020-09-23T04:00:00+00:00,,2017-10-27T04:00:00+00:00
3041798,J712,2016-09-09T04:00:00+00:00,2020-09-20T04:00:00+00:00,American Transmission Co. LLC,Iowa County,WI,DPP-2017-FEB,East (ATC),GIA,NRIS,Hill Valley 138kV Substation,200.00,200.00,0.00,0.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2018-04-10T04:00:00+00:00,,,
3041799,J758,2016-11-14T05:00:00+00:00,2018-10-01T04:00:00+00:00,METC,Calhoun County,MI,DPP-2017-FEB,East (ITC),GIA,NRIS,Verona-Foundry 138kV,200.00,200.00,200.00,200.00,200.00,200.00,Solar,Photovoltaic,Done,,In Service,,2022-04-08T04:00:00+00:00,2019-10-25T04:00:00+00:00,2019-05-24T04:00:00+00:00
3041800,J759,2016-11-14T05:00:00+00:00,2021-04-01T04:00:00+00:00,"HOOSIER ENERGY REC, INC",Spencer County,IN,DPP-2017-FEB,Central,GIA,NRIS,Troy 161kV Sub,70.00,70.00,70.00,69.90,70.00,69.90,Solar,Photovoltaic,Done,,In Service,,2020-07-02T04:00:00+00:00,2019-02-15T05:00:00+00:00,2018-11-13T05:00:00+00:00
3041801,J713,2017-06-16T04:00:00+00:00,2020-09-15T04:00:00+00:00,MINNESOTA POWER INC.,Oliver County,ND,DPP-2017-AUG,West,GIA,NRIS,Square Butte East 230kV Substation,300.00,300.00,300.00,300.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2021-01-29T05:00:00+00:00,,,
3041802,J760,2016-11-14T05:00:00+00:00,2019-04-08T04:00:00+00:00,American Transmission Co. LLC,Rock County,WI,DPP-2017-FEB,East (ATC),GIA,NRIS,New Kitty Hawk 345kV substation,30.00,30.00,30.00,30.00,30.00,30.00,Gas,Combustion Turbine (Simple Cycle),Done,,In Service,,2019-04-15T04:00:00+00:00,2019-03-27T04:00:00+00:00,2018-10-05T04:00:00+00:00
3041803,J761,2016-11-14T05:00:00+00:00,2020-09-15T04:00:00+00:00,ITC MIDWEST,Faribault County,MN,DPP-2017-FEB,West,GIA,NRIS,Huntley 345 kV sub,200.00,200.00,0.00,0.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2019-04-09T04:00:00+00:00,,,
3041804,J714,2017-06-16T04:00:00+00:00,2019-08-31T04:00:00+00:00,Duke Energy Corporation,Montgomery County,IN,DPP-2017-AUG,Central,GIA,NRIS,Frankfurt - Cayuga 230kV line,200.00,200.00,192.00,192.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2019-04-17T04:00:00+00:00,,,
3041805,J762,2016-11-14T05:00:00+00:00,2021-04-01T04:00:00+00:00,BIG RIVERS ELECTRIC CORPORATION,Meade County,KY,DPP-2017-FEB,Central,GIA,NRIS,Meade Sub 161kV,200.00,200.00,200.00,200.00,200.00,200.00,Solar,Photovoltaic,Done,,Under Construction,,2021-04-01T04:00:00+00:00,2019-03-08T05:00:00+00:00,2018-11-13T05:00:00+00:00
3041806,J715,2017-06-16T04:00:00+00:00,2019-08-31T04:00:00+00:00,AMEREN ILLINOIS,Marshall County,IL,DPP-2017-AUG,Central,GIA,NRIS,McLean County-Oglesby 138kV Line 1382,100.00,100.00,98.00,98.00,98.00,98.00,Wind,Wind Turbine,Done,,In Service,,2021-05-01T04:00:00+00:00,2019-12-09T05:00:00+00:00,2019-06-01T04:00:00+00:00
3041807,J728,2016-11-02T04:00:00+00:00,2019-09-03T04:00:00+00:00,METC,Isabella County,MI,DPP-2017-FEB,East (ITC),GIA,NRIS,Edenville Junction to Warren 138 kV Line,200.10,200.10,200.10,200.10,186.30,186.30,Wind,Wind Turbine,Done,,In Service,,2020-06-30T04:00:00+00:00,2019-10-08T04:00:00+00:00,2019-06-10T04:00:00+00:00
3041808,J766,2016-11-14T05:00:00+00:00,2018-01-01T05:00:00+00:00,MINNESOTA POWER INC.,Oliver County,ND,DPP-2017-FEB,West,GIA,NRIS,Square Butte 230kV Substation,3.84,3.84,0.00,0.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2019-04-09T04:00:00+00:00,,,
3041809,J717,2016-09-12T04:00:00+00:00,2019-09-03T04:00:00+00:00,METC,Isabella County,MI,DPP-2017-FEB,East (ITC),GIA,NRIS,Edenville Junction to Warren 138 kV Line,200.10,200.10,200.10,200.10,200.10,200.10,Wind,Wind Turbine,Done,,In Service,,2020-06-30T04:00:00+00:00,2019-10-08T04:00:00+00:00,2019-06-10T04:00:00+00:00
3041810,J731,2016-11-08T05:00:00+00:00,2020-09-23T04:00:00+00:00,MIDAMERICAN ENERGY COMPANY,Palo Alto County,IA,DPP-2017-FEB,West,GIA,ERIS,Kossuth-O'Brien 345kV,200.00,200.00,0.00,0.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2019-04-09T04:00:00+00:00,,,
3041811,J767,2016-11-14T05:00:00+00:00,2019-01-01T05:00:00+00:00,ITC MIDWEST,Hancock County,IA,DPP-2017-FEB,West,GIA,NRIS,Lime Creek 161 kV substation,12.00,12.00,12.00,12.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2019-08-09T04:00:00+00:00,,,
3041812,J718,2016-09-13T04:00:00+00:00,2020-12-31T05:00:00+00:00,DAIRYLAND POWER COOPERATIVE,Fillmore County,MN,DPP-2017-FEB,West,GIA,NRIS,Cherry Grove 69kV Substation,49.98,49.98,49.98,49.98,45.00,45.00,Solar,Photovoltaic,Done,,Under Construction,,2023-09-01T04:00:00+00:00,2020-04-21T04:00:00+00:00,2019-10-14T04:00:00+00:00
3041813,J732,2017-06-16T04:00:00+00:00,2021-06-08T04:00:00+00:00,American Transmission Co. LLC,Douglas County,WI,DPP-2017-AUG,East (ATC),GIA,NRIS,Arrowhead - Stone Lake 345kV Line,527.80,561.50,561.50,561.50,561.50,561.50,Combined Cycle,Combined Cycle,Done,,Under Construction,,2023-11-10T05:00:00+00:00,2020-07-29T04:00:00+00:00,2019-11-21T05:00:00+00:00
3041814,J768,2016-11-14T05:00:00+00:00,2019-01-01T05:00:00+00:00,ITC MIDWEST,Story County,IA,DPP-2017-FEB,West,GIA,NRIS,Story County Substation,12.00,12.00,12.00,12.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2019-08-09T04:00:00+00:00,,,
3041815,J720,2017-06-16T04:00:00+00:00,2020-09-01T04:00:00+00:00,ITC MIDWEST,Jackson County,MN,DPP-2017-AUG,West,GIA,NRIS,Lakefield - Raun 345 kV line,200.00,200.00,200.00,200.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Under Construction,2021-01-29T05:00:00+00:00,2021-09-01T04:00:00+00:00,,2019-09-02T04:00:00+00:00
3041816,J733,2016-11-08T05:00:00+00:00,2020-09-23T04:00:00+00:00,ITC MIDWEST,Franklin County,IA,DPP-2017-FEB,West,GIA,ERIS,J416 345 kV Interconnection Facilitities to be Owned by ITCM,200.00,200.00,0.00,0.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2019-04-09T04:00:00+00:00,,,
3041817,J721,2016-10-24T04:00:00+00:00,2019-09-15T04:00:00+00:00,OTTER TAIL POWER COMPANY,"Codington County,Deuel County",SD,DPP-2017-FEB,West,GIA,NRIS,"Big Stone South substation, Big Stone City",200.00,200.00,200.00,200.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2019-08-09T04:00:00+00:00,,,
3041818,J769,2016-11-14T05:00:00+00:00,2019-07-31T04:00:00+00:00,NORTHERN STATES POWER COMPANY,Renville County,MN,DPP-2017-FEB,West,GIA,NRIS,Kingman Run-Bird Island 69kV,33.00,33.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2019-04-09T04:00:00+00:00,,,
3041819,J734,2016-11-10T05:00:00+00:00,2017-06-01T04:00:00+00:00,AMEREN ILLINOIS,Ford County,IL,DPP-2017-FEB,Central,GIA,NRIS-Only,Gibson City South Substation,57.10,57.10,11.50,11.50,11.50,11.50,Gas,Combustion Turbine (Simple Cycle),Done,,In Service,,2017-09-01T04:00:00+00:00,2019-02-19T05:00:00+00:00,2018-11-13T05:00:00+00:00
3041820,J722,2017-06-16T04:00:00+00:00,2021-09-15T04:00:00+00:00,OTTER TAIL POWER COMPANY,"Codington County,Deuel County",SD,DPP-2017-AUG,West,GIA,ERIS,Big Stone South 230kV Substation,200.00,200.00,200.00,200.00,200.00,0.00,Wind,Wind Turbine,Done,,Under Construction,,2023-09-01T04:00:00+00:00,2021-10-04T04:00:00+00:00,2021-11-05T04:00:00+00:00
3041821,J770,2016-11-14T05:00:00+00:00,2019-07-31T04:00:00+00:00,NORTHERN STATES POWER COMPANY,Renville County,MN,DPP-2017-FEB,West,GIA,NRIS,Bird Island to Henryville Tap 69kV Line,90.00,90.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2019-04-09T04:00:00+00:00,,,
3041822,J739,2016-11-11T05:00:00+00:00,2020-09-15T04:00:00+00:00,NORTHERN STATES POWER COMPANY,Lyon County,MN,DPP-2017-FEB,West,GIA,NRIS,Lyon County 345kV Substation,200.00,200.00,200.00,200.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2019-08-09T04:00:00+00:00,,,
3041823,J725,2017-06-16T04:00:00+00:00,2020-09-15T04:00:00+00:00,GREAT RIVER ENERGY,Murray County,MN,DPP-2017-AUG,West,GIA,NRIS,Cedar Mountain 345 kV Substation,200.00,200.00,0.00,0.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2019-02-15T05:00:00+00:00,,,
3041824,J740,2016-11-11T05:00:00+00:00,2020-09-23T04:00:00+00:00,NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC,"Jasper County,Pulaski County",IN,DPP-2017-FEB,Central,GIA,NRIS,Reynold 345kV substation,200.00,200.00,200.00,200.00,200.00,200.00,Wind,Wind Turbine,Withdrawn,,Withdrawn,2020-08-10T04:00:00+00:00,2020-10-15T04:00:00+00:00,2019-03-15T04:00:00+00:00,2018-11-13T05:00:00+00:00
3041825,J726,2017-06-16T04:00:00+00:00,2019-09-15T04:00:00+00:00,GREAT RIVER ENERGY,Cottonwood County,MN,DPP-2017-AUG,West,GIA,NRIS,Cedar Mountain 345kV Substation,200.00,200.00,0.00,0.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2018-11-19T05:00:00+00:00,,,
3041826,J741,2016-11-14T05:00:00+00:00,2019-09-01T04:00:00+00:00,MONTANA-DAKOTA UTILITIES CO.,"Emmons County,Logan County",ND,DPP-2017-FEB,West,GIA,NRIS,Wishek - Linton 115kV,51.00,51.00,50.40,50.40,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2019-08-09T04:00:00+00:00,,,
3041827,J743,2017-06-16T04:00:00+00:00,2020-07-31T04:00:00+00:00,NORTHERN STATES POWER COMPANY,Cass County,ND,DPP-2017-AUG,West,GIA,NRIS,Bison 345kV Substation,200.00,200.00,0.00,0.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2019-10-24T04:00:00+00:00,,,
3041828,J745,2016-11-14T05:00:00+00:00,2021-06-01T04:00:00+00:00,NORTHERN STATES POWER COMPANY,Nobles County,MN,DPP-2017-FEB,West,GIA,NRIS,Nobles-Fenton 115kV,100.00,100.00,0.00,0.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2019-04-09T04:00:00+00:00,,,
3041829,J795,2017-06-16T04:00:00+00:00,2019-09-01T04:00:00+00:00,Southern Illinois Power Cooperative,Gallatin County,IL,DPP-2017-AUG,Central,GIA,NRIS,Gallatin Junction 161 kV Substation,69.00,69.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2019-01-08T05:00:00+00:00,,,
3041830,J796,2017-06-16T04:00:00+00:00,2019-09-01T04:00:00+00:00,METC,Shiawassee County,MI,DPP-2017-AUG,East (ITC),GIA,NRIS,Goss 138kV Substation,239.00,239.00,239.00,239.00,239.00,239.00,Solar,Photovoltaic,Done,,In Service,,2020-11-20T05:00:00+00:00,2020-06-12T04:00:00+00:00,2019-06-18T04:00:00+00:00
3041831,J797,2017-06-16T04:00:00+00:00,2019-09-01T04:00:00+00:00,AMEREN ILLINOIS,Washington County,IL,DPP-2017-AUG,Central,GIA,NRIS,Ashley 138 kV Substation,70.00,70.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2018-05-30T04:00:00+00:00,,,
3041832,J798,2017-06-16T04:00:00+00:00,2019-09-01T04:00:00+00:00,American Transmission Co. LLC,Walworth County,WI,DPP-2017-AUG,East (ATC),GIA,NRIS,University - Mukwanago UNIG52 Line Tap,124.00,124.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2019-01-08T05:00:00+00:00,,,
3041833,J799,2017-06-16T04:00:00+00:00,2019-09-01T04:00:00+00:00,ITC MIDWEST,Washtenaw County,MI,DPP-2017-AUG,East (ITC),GIA,NRIS,Milan - Pioneer 120kV Line Tap,189.00,189.00,189.00,189.00,189.00,189.00,Solar,Photovoltaic,Done,,Under Construction,,2021-11-11T05:00:00+00:00,2020-05-13T04:00:00+00:00,2020-01-06T05:00:00+00:00
3041834,J800,2017-06-16T04:00:00+00:00,2020-09-30T04:00:00+00:00,AMEREN ILLINOIS,White County,IL,DPP-2017-AUG,Central,GIA,NRIS,Crossville West Substation 138kV Bus - Albion South - Norris City 138 kV Line,250.00,250.00,250.00,250.00,250.00,250.00,Solar,Photovoltaic,Done,,Under Construction,,2022-10-01T04:00:00+00:00,2020-04-22T04:00:00+00:00,2019-11-14T05:00:00+00:00
3041835,J801,2017-06-16T04:00:00+00:00,2020-09-01T04:00:00+00:00,DAIRYLAND POWER COOPERATIVE,Pierce County,WI,DPP-2017-AUG,West,GIA,ERIS,Crystal Cave-Rock Elm 161kV line tap,74.00,74.00,74.00,74.00,74.00,0.00,Solar,Photovoltaic,Withdrawn,,Withdrawn,2024-07-22T04:00:00+00:00,2023-11-10T05:00:00+00:00,2021-05-19T04:00:00+00:00,2021-05-19T04:00:00+00:00
3041836,J802,2017-06-16T04:00:00+00:00,2020-09-01T04:00:00+00:00,Duke Energy Corporation,Vermillion County,IN,DPP-2017-AUG,Central,GIA,NRIS,Cayuga 345 kV Substation,1244.00,1244.00,0.00,0.00,0.00,0.00,Combined Cycle,Combined Cycle,Withdrawn,,Not Started,2018-05-22T04:00:00+00:00,,,
3041837,J803,2017-06-16T04:00:00+00:00,2019-10-01T04:00:00+00:00,NORTHERN STATES POWER COMPANY,Lyon County,MN,DPP-2017-AUG,West,GIA,ERIS,Tracy 69 kV line,32.50,32.50,32.50,0.00,32.50,0.00,Solar,Photovoltaic,Withdrawn,,Withdrawn,2023-04-25T04:00:00+00:00,2023-11-01T04:00:00+00:00,2021-05-19T04:00:00+00:00,2021-05-19T04:00:00+00:00
3041838,J804,2017-06-16T04:00:00+00:00,2019-09-01T04:00:00+00:00,"HOOSIER ENERGY REC, INC",Decatur County,IN,DPP-2017-AUG,Central,GIA,NRIS,Decatur 138kV Substation,119.00,119.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2018-04-16T04:00:00+00:00,,,
3041839,J886,2017-06-16T04:00:00+00:00,2020-09-15T04:00:00+00:00,American Transmission Co. LLC,Manitowoc County,WI,DPP-2017-AUG,East (ATC),GIA,NRIS,Kewaunee 138 kV Substation,150.00,150.00,150.00,150.00,150.00,150.00,Solar,Photovoltaic,Done,,In Service,,2020-08-01T04:00:00+00:00,2019-11-25T05:00:00+00:00,2019-07-31T04:00:00+00:00
3041840,J856,2017-06-16T04:00:00+00:00,2021-04-01T04:00:00+00:00,"Southern Indiana Gas & Electric Company d/b/a Vectren Energy Delivery of Indiana, Inc.",Vanderburgh County,IN,DPP-2017-AUG,Central,GIA,NRIS,Scott (TWP 138/69) 138 kV Substation,80.00,80.00,80.00,80.00,80.00,80.00,Solar,Photovoltaic,Withdrawn,,Withdrawn,2023-03-07T05:00:00+00:00,2021-03-15T04:00:00+00:00,2019-11-15T05:00:00+00:00,2019-07-22T04:00:00+00:00
3041841,J887,2017-06-16T04:00:00+00:00,2020-09-30T04:00:00+00:00,AMEREN ILLINOIS,Knox County,IL,DPP-2017-AUG,Central,GIA,NRIS,G545 138kV Substation,75.00,75.00,0.00,0.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2019-01-08T05:00:00+00:00,2019-09-15T04:00:00+00:00,,
3041842,J857,2017-06-16T04:00:00+00:00,2019-09-01T04:00:00+00:00,METC,Calhoun County,MI,DPP-2017-AUG,East (ITC),GIA,NRIS,Verona - Foundry 138 kV Line Tap,124.95,124.95,124.95,124.95,124.95,124.95,Solar,Photovoltaic,Done,,Under Construction,,2022-02-07T05:00:00+00:00,2020-06-10T04:00:00+00:00,2020-01-06T05:00:00+00:00
3041843,J888,2017-06-16T04:00:00+00:00,2019-01-01T05:00:00+00:00,SOUTH MISSISSIPPI ELECTRIC POWER ASSOCIATION,George County,MS,DPP-2017-AUG,South,GIA,NRIS,Benndale 69kV Substation,25.00,25.00,25.00,25.00,25.00,25.00,Gas,Combustion Turbine (Simple Cycle),Done,,In Service,,2019-07-22T04:00:00+00:00,2019-08-19T04:00:00+00:00,2019-06-06T04:00:00+00:00
3041844,J858,2017-06-16T04:00:00+00:00,2019-09-29T04:00:00+00:00,Entergy,Bradley County,AR,DPP-2017-AUG,South,GIA,NRIS,Hilo 115 kV Switch,140.00,140.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2017-09-01T04:00:00+00:00,,,
